,TIME,POSICAO,NOME,PONTUACAO,RODADA,G,A,FT,FD,FF,FS,SG,DS,DE,DP,PS,PP,PC,PI,I,GC,GS,FC,CV,CA,ADVERSARIO,CASA,FORA
4722,Athlético-PR,Goleiro,Léo Linck,-1.0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,Bahia,1,0
4723,Palmeiras,Lateral,Vanderlan,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
4724,Fluminense,Meia,André,1.4,16,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Criciúma,0,1
4725,Vasco,Meia,Praxedes,1.7,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
4726,Grêmio,Zagueiro,Natã,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
4727,Botafogo,Atacante,Luiz Henrique,1.0,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vitória,0,1
4728,Fluminense,Meia,Martinelli,4.9,16,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
4729,Palmeiras,Técnico,Abel Ferreira,6.33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
4730,Fluminense,Atacante,John Kennedy,1.1,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Criciúma,0,1
4731,Bahia,Atacante,Biel,16.3,16,1,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Athlético-PR,0,1
4732,Vitória,Meia,Léo Naldi,4.8,16,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
4733,Atlético-GO,Zagueiro,Alix Vinicius,-4.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,Palmeiras,0,1
4734,Grêmio,Zagueiro,Gustavo Martins,2.4,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
4735,Vasco,Meia,Adson,4.6,16,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
4736,Palmeiras,Meia,Fabinho,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
4737,Botafogo,Meia,Diego Hernández,1.3,16,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,Vitória,0,1
4738,Cruzeiro,Lateral,Kaiki Bruno,7.9,16,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Grêmio,0,1
4739,Palmeiras,Meia,Aníbal Moreno,3.4,16,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
4740,Vasco,Meia,Sforza,8.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
4741,Palmeiras,Atacante,Flaco López,12.2,16,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
4742,Fluminense,Atacante,Marquinhos,8.4,16,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
4743,Athlético-PR,Técnico,Juca Antonello,3.41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
4744,Grêmio,Meia,Du Queiroz,1.2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
4745,Athlético-PR,Zagueiro,Gamarra,0.3,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,Bahia,1,0
4746,Flamengo,Lateral,Wesley,-0.1,16,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,Fortaleza,1,0
4747,Athlético-PR,Atacante,Emersonn,3.7,16,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
4748,Bahia,Zagueiro,Marcos Victor,-1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Athlético-PR,0,1
4749,Flamengo,Meia,Matheus Gonçalves,6.1,16,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Fortaleza,1,0
4750,Vitória,Atacante,Zé Hugo,-0.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
4751,Fortaleza,Meia,Hércules,1.0,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,0,1
4752,Athlético-PR,Atacante,Di Yorio,11.3,16,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bahia,1,0
4753,Atlético-GO,Atacante,Alejo Cruz,3.6,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,0,1
4754,Bragantino,Técnico,Pedro Caixinha,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,1,0
4755,Cruzeiro,Meia,Vitinho,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
4756,Corinthians,Atacante,Giovane,-1.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Vasco,0,1
4757,Corinthians,Atacante,Wesley,0.8,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,Vasco,0,1
4758,Corinthians,Meia,Breno Bidon,4.8,16,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Vasco,0,1
4759,Vasco,Meia,Mateus Carvalho,1.3,16,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,Corinthians,1,0
4760,Fluminense,Meia,Alexsander,0.5,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
4761,Vitória,Atacante,Janderson,2.0,16,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Botafogo,1,0
4762,Corinthians,Meia,Ryan,2.4,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,0,1
4763,Atlético-GO,Atacante,Emiliano Rodríguez,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,0,1
4764,Atlético-MG,Atacante,Cadu,1.5,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
4765,Bahia,Meia,Cauly,1.0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
4766,Atlético-MG,Atacante,Palacios,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
4767,Vitória,Atacante,Fábio,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,1,0
4768,Botafogo,Lateral,Mateo Ponte,6.6,16,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,5,0,1,Vitória,0,1
4769,Fluminense,Lateral,João Henrique,5.0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
4770,Grêmio,Atacante,Nathan Fernandes,2.9,16,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Cruzeiro,1,0
4771,Fluminense,Atacante,Kauã Elias,12.8,16,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
4772,Cruzeiro,Atacante,Robert,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
4773,Athlético-PR,Meia,Zapelli,0.5,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
4774,Grêmio,Atacante,Gustavo Nunes,0.7,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,1,0
4775,Cruzeiro,Atacante,Barreal,6.7,16,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Grêmio,0,1
4776,Corinthians,Meia,Igor Coronado,8.5,16,0,0,0,1,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,Vasco,0,1
4777,Cruzeiro,Técnico,Fernando Seabra,8.26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
4778,Botafogo,Técnico,Artur Jorge,6.97,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitória,0,1
4779,Palmeiras,Atacante,Estêvão,8.0,16,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Atlético-GO,1,0
4780,Vasco,Meia,JP,-0.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Corinthians,1,0
4781,Atlético-GO,Atacante,Max,-0.1,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Palmeiras,0,1
4782,Vasco,Lateral,Leandrinho,5.0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
4783,Fluminense,Atacante,Jan Lucumí,2.1,16,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Criciúma,0,1
4784,Palmeiras,Zagueiro,Vitor Reis,-0.1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Atlético-GO,1,0
4785,Palmeiras,Atacante,Luighi,3.2,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-GO,1,0
4786,Atlético-GO,Zagueiro,Marcão,7.5,16,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Palmeiras,0,1
4787,São Paulo,Atacante,André Silva,-0.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,0,1
4788,Vasco,Técnico,Rafael Paiva,8.32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
4789,Grêmio,Atacante,Alysson,2.5,16,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,Cruzeiro,1,0
4790,Corinthians,Técnico,Raphael Laruccia,2.9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,0,1
4791,Vasco,Atacante,Bruno Lopes,-0.7,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,Corinthians,1,0
4792,Fluminense,Técnico,Mano Menezes,4.58,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
4793,Fluminense,Goleiro,Fábio,2.0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,Criciúma,0,1
4794,São Paulo,Lateral,Rafinha,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,0,1
4795,Athlético-PR,Zagueiro,Thiago Heleno,-1.1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Bahia,1,0
4796,Atlético-MG,Atacante,Hulk,1.2,16,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,São Paulo,1,0
4797,Atlético-MG,Meia,Alan Franco,2.4,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
4798,Atlético-GO,Técnico,Vagner Mancini,4.11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,0,1
4799,Grêmio,Técnico,Renato Gaúcho,3.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
4800,Flamengo,Técnico,Tite,3.17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
4801,Bahia,Meia,Everton Ribeiro,-0.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Athlético-PR,0,1
4802,Flamengo,Zagueiro,David Luiz,2.2,16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fortaleza,1,0
4803,Bahia,Lateral,Cicinho,0.9,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Athlético-PR,0,1
4804,Fluminense,Atacante,Douglas Costa,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
4805,Fluminense,Meia,Ganso,2.9,16,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
4806,Grêmio,Meia,Edenílson,2.4,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
4807,Botafogo,Meia,Eduardo,-3.6,16,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,Vitória,0,1
4808,Palmeiras,Atacante,Dudu,2.2,16,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
4809,São Paulo,Goleiro,Rafael,1.0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,Atlético-MG,0,1
4810,Criciúma,Meia,Marquinhos Gabriel,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,1,0
4811,Fortaleza,Meia,Lucas Sasha,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,0,1
4812,Vitória,Goleiro,Muriel,-1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Botafogo,1,0
4813,Bahia,Goleiro,Danilo Fernandes,-1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Athlético-PR,0,1
4814,Atlético-MG,Atacante,Vargas,10.2,16,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
4815,Athlético-PR,Atacante,Pablo,1.9,16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Bahia,1,0
4816,São Paulo,Meia,Lucas Moura,11.2,16,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,0,1
4817,Criciúma,Goleiro,Gustavo,7.0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,Fluminense,1,0
4818,Grêmio,Goleiro,Marchesín,2.0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,Cruzeiro,1,0
4819,Fluminense,Lateral,Diogo Barbosa,2.4,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
4820,Vasco,Zagueiro,Maicon,5.9,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Corinthians,1,0
4821,São Paulo,Meia,Luiz Gustavo,2.2,16,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,Atlético-MG,0,1
4822,Palmeiras,Goleiro,Weverton,2.0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,Atlético-GO,1,0
4823,Vitória,Lateral,Raúl Cáceres,1.5,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,Botafogo,1,0
4824,Palmeiras,Zagueiro,Gustavo Gómez,8.4,16,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,1,0
4825,Corinthians,Atacante,Pedro Henrique,1.8,16,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,0,1
4826,Athlético-PR,Meia,Fernandinho,2.7,16,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Bahia,1,0
4827,Criciúma,Zagueiro,Wilker Ángel,3.5,16,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,Fluminense,1,0
4828,Fluminense,Lateral,Samuel Xavier,3.1,16,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Criciúma,0,1
4829,Athlético-PR,Lateral,Madson,-0.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bahia,1,0
4830,Bahia,Atacante,Everaldo,7.2,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Athlético-PR,0,1
4831,Criciúma,Técnico,Cláudio Tencati,3.84,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,1,0
4832,Vitória,Meia,Jean Mota,3.2,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
4833,Athlético-PR,Meia,Gabriel,0.8,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,1,0
4834,Cruzeiro,Meia,Ramiro,9.1,16,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Grêmio,0,1
4835,Grêmio,Lateral,Reinaldo,2.1,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,1,0
4836,Fluminense,Zagueiro,Thiago Santos,2.3,16,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Criciúma,0,1
4837,Atlético-GO,Zagueiro,Luiz Felipe,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,0,1
4838,Juventude,Técnico,Roger Machado,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,0,1
4839,Fluminense,Zagueiro,Antônio Carlos,1.0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Criciúma,0,1
4840,Fortaleza,Meia,Yago Pikachu,2.8,16,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,Flamengo,0,1
4841,São Paulo,Atacante,Luciano,2.5,16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,0,1
4842,Bahia,Lateral,Gilberto,1.3,16,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,Athlético-PR,0,1
4843,Criciúma,Atacante,Arthur Caíke,3.6,16,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Fluminense,1,0
4844,Palmeiras,Lateral,Mayke,1.1,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Atlético-GO,1,0
4845,São Paulo,Meia,Alisson,2.3,16,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Atlético-MG,0,1
4846,Fortaleza,Goleiro,João Ricardo,5.0,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,Flamengo,0,1
4847,Vitória,Meia,Willian Oliveira,4.3,16,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
4848,Atlético-MG,Meia,Otávio,6.4,16,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,3,0,0,São Paulo,1,0
4849,Flamengo,Atacante,Luiz Araújo,3.2,16,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Fortaleza,1,0
4850,Fortaleza,Lateral,Tinga,2.2,16,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,0,1
4851,Criciúma,Lateral,Marcelo Hermes,2.4,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,1,0
4852,São Paulo,Meia,Wellington Rato,-0.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,0,1
4853,Flamengo,Atacante,Gabriel,1.1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fortaleza,1,0
4854,Flamengo,Zagueiro,Léo Pereira,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
4855,Cruzeiro,Meia,Lucas Romero,1.2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
4856,Criciúma,Meia,Fellipe Mateus,5.4,16,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Fluminense,1,0
4857,Bahia,Goleiro,Marcos Felipe,5.0,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,Athlético-PR,0,1
4858,Botafogo,Meia,Óscar Romero,2.7,16,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitória,0,1
4859,Botafogo,Lateral,Damián Suárez,5.0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitória,0,1
4860,Vasco,Zagueiro,Léo,8.6,16,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
4861,Criciúma,Atacante,Bolasie,1.7,16,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,Fluminense,1,0
4862,Fluminense,Atacante,Keno,0.5,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Criciúma,0,1
4863,Criciúma,Zagueiro,Rodrigo,-0.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fluminense,1,0
4864,Botafogo,Meia,Tchê Tchê,2.5,16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitória,0,1
4865,Vasco,Goleiro,Léo Jardim,7.0,16,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Corinthians,1,0
4866,Atlético-MG,Lateral,Guilherme Arana,3.7,16,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,São Paulo,1,0
4867,Bahia,Meia,Carlos de Pena,1.4,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Athlético-PR,0,1
4868,Grêmio,Zagueiro,Kannemann,-1.6,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Cruzeiro,1,0
4869,Criciúma,Atacante,Allano,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,1,0
4870,Bahia,Meia,Thaciano,0.7,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Athlético-PR,0,1
4871,Atlético-MG,Meia,Gustavo Scarpa,4.1,16,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,1,0
4872,Corinthians,Atacante,Ángel Romero,2.0,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,0,1
4873,Flamengo,Lateral,Ayrton Lucas,0.7,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fortaleza,1,0
4874,Cuiabá,Técnico,Petit,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,1,0
4875,Criciúma,Meia,Barreto,2.4,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,1,0
4876,Flamengo,Meia,Gerson,2.5,16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
4877,Grêmio,Lateral,João Pedro,4.4,16,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
4878,Cruzeiro,Lateral,William,7.7,16,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,Grêmio,0,1
4879,São Paulo,Atacante,Calleri,-0.4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Atlético-MG,0,1
4880,Grêmio,Meia,Cristaldo,0.5,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
4881,Grêmio,Meia,Dodi,0.2,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,1,0
4882,Grêmio,Atacante,Everton Galdino,2.4,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,1,0
4883,Fortaleza,Lateral,Bruno Pacheco,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,0,1
4884,Vasco,Atacante,David,-0.9,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Corinthians,1,0
4885,Bahia,Meia,Rezende,2.3,16,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,1,Athlético-PR,0,1
4886,Vitória,Meia,Matheuzinho,5.2,16,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,1,0
4887,Flamengo,Zagueiro,Fabrício Bruno,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
4888,Fortaleza,Zagueiro,Cardona,-0.2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,Flamengo,0,1
4889,Atlético-GO,Goleiro,Ronaldo,2.0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,Palmeiras,0,1
4890,Vitória,Atacante,Everaldo,0.7,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,1,0
4891,Vitória,Lateral,PK,-0.1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Botafogo,1,0
4892,Flamengo,Meia,Erick Pulgar,4.2,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,Fortaleza,1,0
4893,Criciúma,Atacante,Eder,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,1,0
4894,São Paulo,Zagueiro,Arboleda,1.2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,0,1
4895,Palmeiras,Atacante,Rony,1.6,16,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Atlético-GO,1,0
4896,Cruzeiro,Zagueiro,Zé Ivaldo,6.7,16,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
4897,Grêmio,Atacante,Pavón,1.1,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,Cruzeiro,1,0
4898,Fortaleza,Atacante,Renato Kayzer,0.5,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,0,1
4899,Cruzeiro,Meia,Mateus Vital,0.5,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
